user,movie,rating
595,1735,3.0
534,2940,4.0
1024,664,2.0
1076,703,3.5
35,914,4.5
389,2360,4.0
67,772,5.0
11,927,4.0
84,2926,3.0
11,1339,4.0
189,830,3.0
226,2037,3.5
718,321,3.0
864,2948,2.5
574,1447,2.5
644,1760,5.0
393,2413,3.0
90,2299,5.0
159,1569,2.5
1021,2996,2.0
595,2072,2.0
756,143,5.0
67,2110,4.0
216,2602,4.0
921,2659,3.5
286,1395,3.0
533,2514,3.5
551,2509,3.0
219,2127,4.0
728,200,1.5
718,372,0.5
575,2772,2.5
76,2284,1.0
187,1270,5.0
392,1540,3.5
424,416,2.5
95,612,4.0
250,466,3.5
319,2372,5.0
134,1299,4.0
41,407,5.0
250,2060,4.0
214,1784,3.0
595,2338,3.0
847,1787,2.0
995,422,2.0
145,1152,0.5
301,1603,3.5
174,2361,2.0
663,1174,2.5
106,2200,2.5
197,1206,4.0
1016,2867,3.0
305,2056,3.5
476,1520,3.5
705,463,3.0
754,397,2.0
595,1384,3.0
389,1060,4.0
595,2749,2.5
47,275,4.0
197,1820,1.0
44,1748,4.0
250,54,3.0
13,1074,4.0
882,455,4.0
732,1108,3.5
22,1560,2.0
1057,716,3.0
922,220,2.0
488,2088,1.5
334,2956,5.0
10,578,3.5
415,987,3.0
398,2643,3.0
11,2024,5.0
392,2162,3.0
215,110,4.0
490,2434,3.5
22,1537,4.0
127,2358,3.0
946,1199,5.0
18,972,4.0
864,651,3.0
180,2795,3.5
398,1228,3.5
669,1661,3.5
595,1526,2.0
426,1438,0.5
595,1921,3.0
819,107,4.0
226,1768,2.5
486,2536,3.0
22,929,3.0
269,2043,3.0
533,1410,4.5
922,2995,3.5
95,900,2.0
1080,197,3.0
233,565,4.0
347,628,4.5
742,216,4.0
257,1563,3.5
819,356,3.0
491,2968,4.0
875,500,2.5
758,129,0.5
6,1600,2.5
509,2379,3.0
22,776,4.0
106,2131,2.5
669,2125,3.5
531,2676,3.5
13,816,0.5
777,1198,3.0
595,1471,2.5
11,975,4.0
899,613,4.5
75,2491,3.0
864,138,3.5
898,528,1.5
852,388,2.0
152,909,2.0
909,234,0.5
106,2942,2.5
445,2511,3.0
669,2724,2.0
3,1178,4.0
533,1038,4.0
18,1811,4.0
735,2603,2.5
295,814,1.5
509,1477,3.5
595,1853,3.0
837,1955,4.0
595,2180,3.5
595,2266,4.0
563,2440,2.5
595,1553,3.5
808,2481,2.5
595,1393,2.5
14,1394,3.5
46,709,0.5
627,2476,2.0
117,873,2.0
80,865,2.0
380,1999,5.0
106,2078,3.0
106,2497,3.0
197,2111,1.0
407,2744,4.5
875,723,3.5
114,1868,2.0
846,2667,3.5
595,1111,2.0
1077,560,2.5
270,1312,4.0
922,370,2.0
283,2087,5.0
335,1233,2.5
335,2769,0.5
329,1756,3.0
490,2596,3.5
134,2912,3.5
11,1294,5.0
575,2725,0.5
139,1739,2.5
23,836,2.0
180,586,2.0
189,1515,3.0
226,2563,4.5
899,605,5.0
595,2597,3.0
106,1372,3.5
174,1927,1.0
1038,557,0.5
649,2571,4.0
93,2411,4.5
811,102,2.5
10,1964,4.0
753,2415,2.5
595,1,3.0
248,1850,3.5
879,444,0.5
126,1950,4.5
22,864,2.0
819,1475,3.0
946,1613,4.0
39,1781,4.0
331,1426,2.5
973,687,3.5
595,1026,3.0
1025,704,4.0
134,897,3.0
486,1406,4.0
80,844,3.0
647,2690,0.5
392,361,3.0
587,1840,0.5
197,2007,4.0
95,2705,3.0
212,2505,4.0
331,2805,3.0
712,233,4.0
78,1692,3.0
594,1050,4.0
21,1310,3.0
586,2971,2.0
264,1854,5.0
242,1783,3.0
709,2720,4.0
40,994,5.0
767,1190,3.5
334,943,3.0
490,409,2.5
590,607,4.0
226,1776,3.0
805,2378,3.5
805,1839,2.0
7,1782,2.0
864,477,3.0
595,1780,3.0
398,1057,4.0
303,1459,3.0
226,18,4.0
296,1327,4.0
458,2459,3.5
36,2301,2.5
679,680,2.5
13,833,4.0
229,1497,4.0
533,1894,5.0
389,2018,4.0
71,1262,4.0
804,2796,4.0
632,2449,2.0
37,849,4.0
181,1403,3.5
135,1150,3.0
189,2619,4.0
48,2233,1.5
540,1545,3.5
829,210,3.5
911,2510,3.0
289,1080,1.5
864,621,3.5
144,2965,5.0
479,2176,4.0
595,1647,3.0
864,701,3.0
595,1382,3.5
11,1922,5.0
919,302,2.5
486,2014,4.0
533,1120,5.0
72,813,2.0
106,2108,2.5
333,1584,3.0
465,2777,4.0
509,2799,3.0
897,2539,4.0
568,954,3.0
1048,654,4.0
864,344,3.5
531,207,3.0
708,2927,4.0
508,2496,2.0
540,1043,3.5
76,1796,4.0
36,920,3.0
234,1533,4.0
268,1398,1.5
830,1641,4.0
1051,531,3.0
36,874,2.0
533,2788,4.5
344,1874,3.0
454,2179,4.0
804,147,3.0
106,2562,2.5
63,1558,5.0
285,1290,4.0
36,2105,3.0
595,2652,3.5
864,286,2.5
94,2229,4.0
595,1795,3.5
476,1453,4.0
635,523,2.5
880,468,3.0
864,2715,3.0
898,527,3.0
256,1089,0.5
490,591,3.5
1064,474,4.0
1062,472,3.5
90,1300,5.0
405,2377,4.0
540,1548,3.0
389,1077,3.5
13,2161,4.0
864,596,2.5
336,239,4.0
22,858,3.0
864,122,3.5
691,794,2.0
893,2353,1.5
668,52,3.0
226,2003,3.5
208,1901,4.5
692,576,3.0
145,901,1.0
22,1055,3.0
268,757,3.0
104,2889,2.0
200,1618,4.0
595,2726,3.0
604,6,2.5
37,854,5.0
36,1924,2.0
72,678,5.0
805,1112,2.5
167,2450,2.5
35,1288,3.0
361,2230,2.0
788,1172,3.0
59,2235,4.0
94,2262,4.0
547,2682,5.0
411,2793,3.5
171,1493,2.0
595,1356,2.0
516,1923,5.0
145,882,3.0
80,544,3.0
18,881,2.5
50,1764,3.0
961,51,3.0
608,401,5.0
490,2386,2.5
106,2261,3.5
958,414,5.0
334,2941,3.0
506,958,1.0
159,1275,3.0
595,2626,3.0
284,1996,2.5
864,627,3.0
438,893,3.0
36,2765,3.0
26,2065,5.0
595,1535,3.0
66,580,5.0
227,2296,3.5
11,2993,5.0
10,88,4.0
104,1321,2.0
76,810,2.0
80,1871,4.0
11,1313,2.0
792,206,2.5
426,1431,0.5
171,1238,2.0
984,432,4.0
805,2425,4.0
122,1742,1.5
805,1019,3.0
595,2433,3.0
595,1485,2.5
811,64,2.0
82,2303,3.0
750,419,2.5
208,503,4.0
37,1302,5.0
930,2392,4.5
493,1156,5.0
765,1771,3.5
238,1697,4.0
332,2797,2.0
208,194,3.0
80,629,3.0
595,2330,3.5
387,2458,3.0
595,1843,3.0
106,2243,1.0
891,539,3.5
7,912,2.0
864,227,3.0
763,201,3.5
389,589,4.0
374,2789,5.0
7,312,5.0
925,682,4.0
595,2880,3.0
714,1637,4.0
451,2154,3.5
10,2430,3.5
864,496,3.0
533,2302,4.5
903,700,3.0
864,789,3.0
595,2521,3.0
7,1511,5.0
302,1470,4.0
119,2823,3.0
765,289,2.0
286,2482,4.5
953,324,2.0
811,276,3.0
195,1576,3.5
987,762,4.0
873,251,3.5
595,1039,3.5
424,2556,3.5
746,2209,4.0
372,2818,1.0
647,1544,0.5
423,2920,4.5
57,42,5.0
602,1675,3.0
903,179,3.0
900,2480,5.0
578,1884,4.0
308,809,4.5
509,2918,4.0
411,2042,3.5
864,279,4.0
46,2810,0.5
91,808,3.0
604,114,2.5
955,546,2.5
596,2295,4.0
36,2994,3.5
876,60,4.0
922,229,1.5
579,2477,3.5
76,839,2.0
9,1505,5.0
711,1229,0.5
419,2903,1.5
750,1182,4.0
740,158,3.0
614,1934,4.0
766,2213,3.0
413,1042,3.0
750,2508,3.0
529,185,3.0
76,1721,4.0
609,2647,2.0
167,626,4.0
94,1003,2.0
247,1971,3.5
226,2974,2.5
101,2892,3.0
851,2594,3.0
811,2461,3.0
595,126,3.0
90,1314,3.0
567,2593,5.0
36,1155,3.0
13,2447,4.0
1006,58,1.0
10,2145,2.5
864,2620,1.5
398,5,2.5
658,393,4.0
408,871,1.0
276,2967,1.0
786,2169,3.5
226,1559,4.0
226,1437,4.5
954,73,4.5
11,1216,3.0
392,1517,3.0
864,775,3.0
539,136,3.0
972,1259,3.0
933,1594,2.0
244,520,3.0
928,1460,3.0
265,1740,1.0
389,2700,4.0
37,2868,4.0
911,272,3.0
197,1623,3.0
14,2534,4.5
595,91,3.0
226,1719,3.0
804,715,3.5
483,902,4.0
91,935,3.0
970,67,4.0
548,1910,1.0
226,1587,3.5
13,435,1.0
355,1251,3.5
394,817,1.0
286,1047,3.0
922,264,3.0
533,2812,4.0
859,2324,3.0
76,1049,4.0
104,2141,1.0
595,1813,3.0
208,617,4.0
389,180,3.5
595,2259,3.5
796,2794,0.5
11,2421,2.0
503,1966,5.0
360,2381,3.0
3,659,4.0
73,1297,4.0
22,1316,5.0
442,2804,3.0
280,1147,3.0
14,1397,5.0
80,1276,3.0
811,44,1.5
595,2589,3.5
92,1330,2.0
389,1336,3.5
377,2064,4.0
41,2288,5.0
595,1048,2.0
35,2305,3.0
680,1688,3.0
886,2558,3.5
571,562,1.0
628,487,1.0
320,1866,4.0
1039,334,4.0
595,1072,3.0
90,2914,4.0
314,2734,3.0
864,423,3.0
173,1231,4.5
171,1899,2.5
534,1409,3.0
748,2762,0.5
341,2540,4.5
595,174,3.0
504,1455,5.0
595,2525,3.0
278,1995,3.5
180,2584,4.0
719,223,5.0
967,2321,4.5
134,640,3.0
663,518,2.5
435,2181,4.5
197,1527,3.0
189,2984,5.0
106,1849,3.0
907,345,4.5
864,376,2.0
1008,788,3.5
536,1160,5.0
189,812,3.0
226,2814,3.5
22,995,2.0
245,932,3.0
76,1794,3.0
1059,226,5.0
11,244,4.0
989,383,4.5
707,373,2.5
297,1975,3.0
71,2921,3.5
87,1621,4.0
864,693,3.5
137,806,5.0
971,269,3.0
7,1667,2.0
411,1895,3.0
864,717,3.0
182,2958,4.0
400,1903,1.5
609,2891,4.0
22,908,3.0
85,886,1.0
170,1892,5.0
106,1657,2.0
864,420,3.5
290,1073,4.5
943,2864,3.0
595,1612,3.5
750,1424,2.5
549,2310,3.0
193,1494,2.5
8,692,0.5
398,1131,5.0
753,27,3.0
226,1293,3.5
882,8,3.5
325,1338,3.5
534,336,4.5
807,738,4.0
494,2963,2.5
76,1586,4.0
848,215,3.5
595,2082,2.0
788,656,4.5
595,2297,3.0
208,1715,5.0
985,2989,2.5
231,1857,4.0
602,2561,3.0
201,2246,0.5
943,634,3.0
803,516,2.5
1073,1230,5.0
593,394,3.5
157,1407,2.5
311,2856,4.5
556,1212,3.5
673,2112,2.5
1048,342,2.5
522,2117,3.0
106,2160,3.5
130,1708,3.0
864,2714,4.0
901,696,1.5
20,1788,1.0
327,936,2.0
399,1360,3.0
595,941,2.5
294,1980,3.0
544,2998,3.5
1005,258,0.5
104,1482,4.0
712,517,3.5
1035,601,3.0
566,710,1.0
22,953,3.0
26,2861,4.0
850,425,2.5
918,467,3.0
666,802,2.0
22,915,4.0
528,389,4.5
89,2820,3.0
226,479,3.0
605,1268,1.0
344,1159,3.5
754,545,3.5
36,1552,3.5
393,2178,3.5
603,2869,4.5
37,977,4.0
507,2544,5.0
340,2498,3.0
74,1653,3.0
595,2755,2.5
937,2866,3.5
72,1132,5.0
595,159,3.0
334,1916,3.0
534,1179,3.5
864,349,2.5
813,451,5.0
33,2550,5.0
226,2935,5.0
1061,2666,1.5
80,1295,3.0
276,1307,2.0
278,1859,4.0
11,905,4.0
553,2922,3.5
586,2758,4.5
533,1504,4.5
271,2736,4.5
189,930,2.0
389,1271,4.0
32,32,4.0
35,410,3.5
434,2306,2.0
595,1357,3.5
750,499,4.0
1075,754,4.5
208,828,3.0
864,2946,4.0
595,2530,3.5
518,1252,0.5
338,2132,5.0
823,212,3.0
655,1928,4.0
472,2326,3.5
652,1063,3.5
750,2677,3.5
71,1207,4.0
656,1480,3.5
226,2143,4.0
755,547,3.0
289,1226,2.5
450,2281,2.0
595,1387,3.0
209,392,4.5
306,2279,4.0
80,1315,1.0
40,917,5.0
1006,62,3.0
905,2443,2.5
256,1221,3.5
870,2076,3.0
595,1799,3.0
22,1606,4.0
917,250,1.0
396,2356,4.5
42,1554,4.0
115,1256,3.0
490,483,2.5
376,1757,0.5
13,1985,2.5
389,1616,4.5
554,281,4.0
448,2391,2.5
299,1720,5.0
533,2294,3.5
286,2757,3.5
462,1634,2.0
805,1200,3.0
13,1367,3.5
599,2896,3.5
50,1751,3.0
509,66,2.5
146,1710,3.0
464,1388,4.5
706,1194,3.5
631,45,5.0
566,609,1.5
816,38,4.0
316,413,4.0
389,1371,3.5
146,639,3.0
844,221,0.5
107,1805,2.0
183,2344,2.0
899,606,4.5
106,2684,2.5
818,2163,0.5
890,1087,4.0
509,2049,3.0
11,820,4.0
542,1909,4.0
151,1085,4.5
595,1053,3.0
226,1094,4.0
22,951,3.0
638,2638,4.5
470,1188,5.0
595,1031,3.0
595,1645,3.0
666,804,3.0
76,620,1.0
864,2970,2.5
431,462,3.0
595,2611,3.5
1070,2516,3.5
864,2473,3.0
595,1427,3.0
595,2672,3.5
843,2876,2.0
28,1009,5.0
612,406,3.5
238,1951,3.0
595,2675,3.0
226,1129,2.5
49,1542,3.5
922,488,2.0
861,355,2.5
1023,2924,3.5
279,752,2.0
595,1698,3.5
441,2341,4.0
288,111,3.5
73,1959,4.0
104,1747,3.0
923,756,1.5
22,2201,2.0
816,519,4.0
332,128,5.0
730,306,2.0
239,1257,4.0
840,1823,1.0
601,2004,3.0
741,441,4.0
754,570,4.0
776,2954,3.5
980,2663,4.0
595,1435,3.0
160,2009,4.0
76,1405,2.0
384,1308,3.0
35,1522,3.0
595,1487,3.5
486,2139,3.5
146,736,4.0
47,2005,4.5
421,2252,4.0
550,2834,2.5
389,585,4.0
1035,280,4.0
864,602,3.0
232,1898,4.0
790,514,4.0
595,1092,2.0
570,743,3.0
616,2879,2.0
911,24,1.0
35,327,2.5
839,131,3.5
92,1283,5.0
10,161,3.5
476,1690,4.0
461,1662,3.5
595,1607,2.0
191,1326,1.0
562,2231,1.0
180,2748,3.5
13,2632,0.5
853,25,3.5
392,1539,3.0
589,838,1.0
561,2693,2.5
595,1875,3.0
595,2349,3.5
18,1496,4.5
647,311,0.5
857,2506,1.5
510,109,2.5
139,1389,3.0
595,2416,3.0
4,287,5.0
468,2815,4.5
750,217,3.5
344,2802,4.0
282,2174,1.0
25,1707,2.5
226,1722,3.0
136,1919,4.0
577,726,2.5
595,292,3.0
143,240,4.0
250,511,3.5
810,2999,3.0
440,1418,4.5
226,2523,2.0
864,2645,3.0
595,1091,3.5
817,777,4.0
864,86,3.5
1051,2553,3.0
251,20,2.5
712,2487,3.5
189,959,5.0
93,1273,5.0
595,2045,3.0
543,1005,5.0
389,2517,4.0
212,2031,4.5
848,49,3.0
854,2542,4.5
226,1030,4.0
141,2247,4.0
226,1464,3.5
353,1867,2.0
7,832,2.0
36,2097,4.0
533,2236,4.0
512,1125,4.0
864,476,2.5
188,1736,4.0
389,1017,4.0
800,399,4.0
393,2701,2.5
19,877,4.0
864,645,3.0
22,2028,2.0
146,1632,3.0
864,1807,2.5
11,1817,3.0
666,801,4.0
35,2149,1.5
81,1743,4.0
398,1414,4.0
135,1291,3.5
424,1498,4.0
291,2150,4.0
353,1473,1.5
130,1749,3.0
334,1983,5.0
12,2339,3.0
490,16,3.5
358,2397,4.0
864,2947,3.0
459,2955,2.5
595,2307,3.0
595,1949,3.0
180,2541,3.0
235,2371,4.0
117,872,2.0
22,834,2.0
440,2211,4.0
864,558,3.5
389,1462,4.5
255,1347,5.0
705,50,3.5
361,2084,2.5
750,2936,2.5
1037,391,2.5
864,308,3.5
596,1241,2.5
76,1419,4.0
2,1841,3.0
208,1001,4.0
167,2337,2.5
533,2250,4.0
1055,759,3.5
437,1167,3.0
80,1602,3.0
420,1725,1.0
389,1052,4.0
533,2190,5.0
22,993,4.0
538,1567,4.0
846,2478,3.0
36,974,4.0
417,2219,3.0
22,999,4.0
815,502,4.5
226,1506,3.0
913,2943,4.5
845,2441,3.0
1046,465,3.5
1058,2380,2.5
595,2331,3.0
532,1847,3.5
571,767,3.0
637,2639,3.5
864,473,2.0
76,888,2.0
222,2346,3.0
595,1128,3.0
11,1139,5.0
533,1098,5.0
389,2463,4.0
134,898,3.0
595,1815,3.5
424,2128,3.5
331,1015,2.5
36,784,2.0
1065,2878,3.5
159,1858,3.0
389,1046,4.5
471,2641,4.0
955,358,2.0
734,23,2.0
389,1379,4.5
595,1025,3.0
805,2129,2.5
606,2893,3.0
721,2134,2.0
816,2069,4.0
17,1452,1.0
8,1905,5.0
968,730,4.0
162,1724,4.0
948,116,2.0
595,1391,3.0
402,2012,4.0
50,2309,4.0
7,821,1.0
13,1716,5.0
864,549,3.5
227,2409,3.5
533,2182,3.5
864,674,2.5
165,1929,3.0
4,577,2.0
679,362,2.5
518,1130,0.5
32,415,3.5
490,2599,3.5
544,28,3.0
509,2059,3.5
3,947,4.0
91,1000,3.0
30,2850,3.5
31,939,4.0
22,829,3.0
856,2718,2.5
22,1325,3.0
397,1755,3.5
414,2751,3.0
765,1263,1.0
275,59,3.5
670,346,0.5
6,2784,1.5
227,2114,2.5
108,2829,4.5
29,418,4.0
22,1006,3.0
864,2086,3.5
811,151,2.5
436,2142,2.5
114,646,2.5
510,1474,3.0
621,403,2.5
261,1746,2.5
140,870,4.0
595,1451,3.0
27,333,4.0
22,1519,3.0
864,181,4.0
250,2817,4.0
805,2759,4.0
273,2093,4.0
788,2316,4.0
239,1578,2.5
80,2336,3.0
801,417,0.5
3,976,4.0
500,1175,4.5
519,1107,3.5
613,807,5.0
864,622,3.0
834,1789,3.5
827,154,5.0
602,170,3.0
1036,93,1.5
332,2033,2.0
7,603,4.0
765,2844,2.0
226,1699,3.0
595,2658,3.0
490,2095,2.0
474,1225,5.0
595,2618,3.5
432,1646,3.0
334,1947,4.0
486,742,3.0
539,2969,3.5
10,1508,3.5
667,1219,4.0
595,1891,2.0
899,326,0.5
10,1976,3.0
11,956,1.0
530,191,3.5
2,1729,3.0
833,81,3.0
240,2752,5.0
80,880,3.0
77,2987,3.0
805,2520,2.5
926,231,1.0
57,1844,3.5
226,1830,3.5
602,2177,3.5
226,661,3.0
700,176,4.5
104,907,4.0
401,1911,2.0
544,2764,3.5
53,491,3.0
106,1615,3.5
363,2636,3.5
927,725,3.0
27,904,3.0
711,1282,0.5
937,384,4.0
411,2256,3.0
253,2648,4.5
286,990,2.5
864,2807,2.0
595,1718,2.0
595,1668,3.0
765,782,4.0
398,1495,4.0
752,1467,5.0
992,652,3.0
134,1296,2.0
80,966,3.0
328,1022,4.0
39,1376,3.5
864,431,4.0
820,2883,3.5
750,1790,3.0
864,2937,5.0
922,230,3.0
31,856,4.0
142,1978,3.0
596,2848,3.0
11,323,5.0
782,2013,4.0
864,2953,3.0
598,1943,4.0
483,982,4.0
595,2631,3.0
754,1818,4.5
449,1738,3.0
288,255,4.0
36,2822,3.5
864,1821,3.5
226,1145,3.5
595,1622,3.0
15,1640,2.0
134,2092,4.0
983,238,3.0
247,2146,5.0
409,2605,3.5
384,2402,4.0
85,676,4.0
533,1343,4.0
850,426,3.5
634,1713,4.0
816,160,3.0
595,2738,3.0
7,1938,3.0
858,2439,3.5
894,245,1.5
864,623,3.5
470,1027,1.0
715,1176,3.5
76,282,5.0
527,553,1.0
31,2574,4.0
459,2407,3.0
389,1583,3.5
67,1289,1.0
138,971,4.0
327,2775,4.0
920,453,2.0
864,2944,5.0
80,152,3.0
226,1870,4.0
6,2058,4.0
595,1354,3.5
404,991,1.0
525,375,2.0
595,2790,2.5
923,2915,4.0
564,1214,4.5
595,1442,3.0
750,2975,2.5
250,1093,4.0
814,495,4.0
764,188,4.0
10,1861,4.5
864,2424,3.5
736,2855,3.5
130,1109,2.5
864,19,3.5
250,1192,4.5
595,2123,2.0
874,2916,3.5
42,1614,4.0
864,1149,3.5
104,1079,3.0
942,636,3.5
226,1877,3.5
104,992,3.0
193,1862,4.5
750,2642,3.5
595,1117,3.5
235,1499,3.0
138,1863,2.0
411,1078,4.0
454,2836,4.5
797,705,1.0
916,2479,2.0
1,2212,4.0
402,2908,2.0
350,2153,1.0
896,632,3.0
694,2245,1.0
849,653,4.0
41,989,4.0
11,968,4.0
1045,61,5.0
94,165,3.0
455,1071,4.0
344,2580,3.5
864,2469,4.0
864,572,5.0
666,780,3.0
1030,273,3.0
846,1609,4.0
226,1822,4.0
461,2226,2.5
135,1137,2.0
364,1468,3.0
952,769,3.0
490,2223,4.0
864,2854,3.5
10,2090,3.5
805,1385,2.0
910,381,1.0
41,837,4.0
490,2401,4.5
992,675,2.0
6,2109,4.5
280,2934,3.0
1020,798,3.0
392,40,2.5
595,722,2.5
580,1503,3.0
36,1373,3.0
114,2227,2.0
226,1636,4.0
346,412,4.0
1042,548,3.5
11,1351,4.0
53,2630,3.0
548,1285,3.5
535,2096,2.0
589,957,1.0
261,2022,1.5
535,823,3.0
862,2875,4.5
352,934,1.0
531,2779,5.0
533,2244,3.0
864,611,3.5
596,1835,3.5
76,906,3.0
534,2373,2.5
825,2616,3.0
864,508,3.5
236,1568,4.0
534,2100,4.5
112,1679,4.0
159,988,3.0
595,1203,3.5
595,1449,3.5
10,1896,3.5
334,2001,4.0
746,2205,4.5
104,2904,4.0
152,1524,5.0
660,2492,2.5
411,1714,3.0
868,386,2.5
810,2282,3.0
949,228,4.5
942,99,3.5
202,2053,4.0
148,2566,3.5
586,1885,4.5
533,1536,0.5
782,83,2.0
595,2193,2.5
670,12,0.5
675,2290,5.0
16,2569,5.0
177,235,4.0
476,2801,4.0
111,1304,3.5
1018,75,1.0
166,986,5.0
635,524,4.5
539,316,4.5
999,573,0.5
476,1803,5.0
476,665,3.0
433,2285,3.5
663,1246,4.0
754,2590,2.0
648,219,4.0
349,1581,2.0
616,707,2.5
864,732,3.0
811,1744,2.0
8,969,4.0
495,2877,1.0
106,2412,4.0
1040,746,5.0
595,2172,2.0
548,1444,3.0
670,2328,0.5
235,1184,4.0
595,2635,3.0
36,1479,3.0
393,2023,3.5
470,2754,1.5
483,2264,3.0
106,2846,3.5
490,1236,2.0
300,2685,3.5
4,2454,5.0
208,960,4.0
864,774,3.5
478,2214,4.5
490,204,3.5
335,1660,3.5
172,805,2.0
1028,751,3.5
1022,540,3.5
1007,2981,2.0
403,2985,4.0
694,2351,2.0
139,157,2.0
64,948,4.0
440,2423,4.0
1033,1266,0.5
708,1101,2.5
578,1237,3.0
11,556,5.0
98,2312,0.5
158,569,4.0
672,2222,0.5
104,1598,3.0
372,1102,2.0
22,1142,4.0
130,2512,3.5
495,183,3.0
135,1846,2.0
744,1380,5.0
226,2973,3.5
681,1235,4.0
303,1465,3.0
67,925,5.0
955,309,2.0
595,2122,3.0
187,1933,5.0
572,106,2.5
227,1706,4.0
22,1538,5.0
11,791,5.0
530,2376,4.0
488,427,4.0
104,1876,1.0
864,785,3.0
138,885,2.0
975,2687,3.0
22,1348,2.0
689,713,0.5
212,2816,3.5
286,2500,3.5
0,862,4.0
14,1906,4.0
216,1408,2.0
290,1116,3.5
104,1292,2.0
458,2292,3.5
208,851,3.0
22,559,4.0
11,686,2.0
275,2831,3.5
754,1054,4.5
175,521,5.0
546,1654,4.5
7,1946,2.0
429,2731,5.0
1034,534,2.5
70,1509,1.0
582,2925,3.0
345,2699,0.5
414,2040,2.5
184,2456,4.0
811,65,2.5
595,2835,3.5
20,2035,2.5
595,2359,3.0
104,919,1.0
22,824,3.0
459,2334,4.0
585,2207,2.5
539,1992,2.5
839,735,3.0
624,1574,2.0
944,1122,2.0
864,296,1.5
328,1547,3.5
62,1007,1.0
171,2313,2.5
37,1349,4.0
969,2298,3.5
106,2228,3.0
759,2568,3.5
339,952,3.0
53,2044,3.0
344,171,3.5
739,2074,1.5
312,983,3.0
344,1443,4.0
334,1514,3.0
864,744,4.5
226,1672,3.0
290,1900,3.5
458,446,3.0
36,1801,3.0
595,2674,3.0
804,1998,2.0
1027,638,0.5
36,2046,3.0
227,1392,0.5
389,1037,4.0
477,95,3.5
564,1472,4.5
883,727,1.5
860,146,4.0
82,2564,3.0
125,100,3.5
671,535,2.0
950,2808,3.0
530,294,3.5
46,1577,4.0
11,1993,4.0
908,341,0.5
88,1915,4.0
103,1267,3.0
704,2167,3.0
1032,2610,1.0
167,1741,3.0
353,2655,2.0
226,1222,3.5
581,2389,2.0
805,2320,3.0
963,543,3.5
595,2083,3.0
106,2900,4.0
595,1745,2.0
13,1800,4.5
595,1763,2.5
490,354,3.0
699,1649,3.0
688,402,3.0
57,2300,2.5
633,1492,0.5
389,1456,3.0
252,2068,3.0
678,1904,1.0
134,458,3.0
27,842,5.0
801,662,5.0
1054,351,3.0
864,684,3.5
334,1531,3.0
284,1914,3.5
772,2451,4.5
1042,2741,3.5
242,1856,2.5
853,2592,2.5
197,2865,3.0
389,2913,4.0
98,1678,3.5
334,232,1.0
490,1565,3.0
853,2874,3.0
696,2767,4.0
137,955,4.0
595,1991,3.0
821,132,0.5
104,1902,3.0
18,1189,3.0
750,2696,4.0
210,2990,2.0
106,2577,3.0
226,2601,2.5
557,2819,2.5
486,2708,2.0
0,1249,4.5
1067,633,4.0
422,2365,4.0
506,967,2.0
595,2263,3.0
938,213,4.0
731,1671,4.5
138,2455,4.0
224,729,4.0
768,310,2.0
7,883,5.0
373,339,3.0
204,1041,1.0
586,2839,4.0
157,1445,2.5
639,2872,4.5
490,1489,4.5
51,899,3.5
104,70,4.0
520,2405,3.0
595,2419,2.0
602,2431,3.0
1014,329,1.0
1002,68,2.5
743,1629,3.0
633,172,0.5
595,1694,3.0
877,438,2.0
936,26,1.0
595,1834,3.0
206,1990,4.0
104,1209,2.0
79,1712,2.0
88,1940,2.0
322,2437,3.5
544,2733,4.0
